url,locale,content_type,title,category,tags,last_modified,known_90d_clicks,known_90d_impressions,overlap_group,is_freeze_url,is_naver_top_page,external_link_core_status,search_intent_overlap_with_freeze,classification,allowed_edit_scope,reason
/posts/personalFinance/personal-finance-3pillars,ko,post,가계 재무 3대장: 예산·비상금·장기투자를 먼저 세팅하라,재테크,"[""가계재무"",""예산"",""비상금"",""장기투자"",""현금흐름"",""재테크기초"",""체크리스트""]",2026-07-08,0,2,general,FALSE,FALSE,DATA_REQUIRED,none_detected,SAFE_REFRESH,non-title refresh / examples / data support only after backlink check,low 90d click/impression footprint
/posts/personalFinance/personal-start-5steps,ko,post,사회초년생을 위한 월급 관리 5단계 가이드,재테크,"[""월급관리"", ""사회초년생"", ""예산관리"", ""재테크기초""]",2026-07-08,DATA_REQUIRED,DATA_REQUIRED,compound-goal,FALSE,FALSE,DATA_REQUIRED,none_detected,SAFE_REFRESH,non-title refresh / examples / data support only after backlink check,low 90d click/impression footprint
/en/posts/economicInfo/fx-basics,en,post,Currency Basics: What Really Moves the USD/KRW Exchange Rate,Economic Info,"[""exchange rate"", ""USDKRW"", ""currency basics"", ""interest rates"", ""capital flows"", ""FX market""]",2026-02-23,0,4,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/economicInfo/geopolitics-to-usd-liquidity-fx,en,post,"When Geopolitics Turns Into Dollar Strength: Read It as USD Liquidity, Not Just “Fear”",Economic Info,"[""USD"",""DXY"",""liquidity"",""funding stress"",""FX"",""USD/KRW"",""macro""]",2026-01-28,0,3,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,en,post,Why Gold Can Rise in Geopolitical Stress: Real Rates + USD + Uncertainty (and When It Doesn’t),Economic Info,"[""gold"",""real rates"",""USD"",""DXY"",""uncertainty"",""hedge"",""macro""]",2026-02-05,DATA_REQUIRED,DATA_REQUIRED,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/economicInfo/hormuz-risk-oil-insurance-freight-premium,en,post,"Middle East Oil Shipping Risk, Explained on One Page: Oil Often Reacts to Insurance and Freight Premia Before Any “Blockade”",Economic Info,"[""Hormuz"",""oil"",""risk premium"",""insurance"",""freight"",""inflation"",""USD/KRW"",""macro""]",2026-01-29,0,1,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/economicInfo/indicator-basics,en,post,"How to Read Economic Indicators as Market Signals: GDP, PMI, Jobs, Inflation, and Rates",Economic Info,"[""economic indicators"", ""market signals"", ""GDP"", ""PMI"", ""unemployment"", ""inflation"", ""interest rates"", ""Korea market""]",2026-06-19,0,4,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/economicInfo/inflation-rate-basics,en,post,How Markets React to Inflation Surprises and Rate Changes,Economic Info,"[""inflation surprise"", ""rate expectations"", ""Treasury yields"", ""real rates"", ""USD/KRW"", ""KOSPI"", ""market reaction"", ""macro data""]",2026-06-19,0,6,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/economicInfo/interest-rate-basics,en,post,"How Interest Rates Work: From Policy Rates to Deposits, Loans, and Bonds",Economic Info,"[""interest rates"", ""policy rate"", ""bond yields"", ""deposit rates"", ""loan rates"", ""duration"", ""yield curve"", ""inflation"", ""liquidity"", ""risk premium""]",2026-01-02,0,4,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission,en,post,"Oil Shocks and USD/KRW: How Trade Balance, Import Inflation, and Flows Drive Korea’s FX",Economic Info,"[""USD/KRW"",""Korea"",""oil shock"",""trade balance"",""import inflation"",""FX"",""flows"",""macro""]",2026-01-29,0,5,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/economicInfo/real-rates-and-breakevens,en,post,Real Rates & Breakeven Inflation: The Asset-Pricing Thermometer Most Investors Ignore,Economic Info,"[""Real Rates"", ""TIPS"", ""Breakeven Inflation"", ""Inflation Expectations"", ""Bond Yields"", ""Asset Pricing"", ""Duration"", ""Dollar"", ""USD/KRW"", ""Macro Indicators""]",2026-01-20,1,28,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/economicInfo/tariffs-growth-margins-fx-package-shock,en,post,"Tariffs as a Package Shock: Growth, Margins, FX, and Inflation Move Together",Economic Info,"[""tariffs"",""trade"",""growth"",""margins"",""FX"",""inflation"",""macro"",""USD/KRW""]",2026-02-05,0,1,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/economicInfo/war-risk-oil-supply-insurance-shipping,en,post,"Why War Headlines Move Oil in Three Steps: Supply, Insurance, and Shipping Risk Premiums",Economic Info,"[""oil"",""WTI"",""geopolitics"",""risk premium"",""freight"",""insurance premium"",""inflation"",""import prices"",""USD/KRW"",""macro""]",2026-01-26,0,4,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading,en,post,Why 2s10s and 3m10y Disagree: A Practical Recession-Signal Reading Guide,Economic Info,"[""yield curve"", ""2s10s"", ""3m10y"", ""recession"", ""macro"", ""policy rates"", ""market rates"", ""term premium"", ""credit spreads"", ""financial conditions"", ""DXY"", ""TNX""]",2026-01-16,0,16,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/bond-etf-duration-drives-returns,en,post,Bond ETF Mastery: Duration Drives Returns (and Why TNX Sets the Tempo),Investing Info,"[""Bond ETFs"",""Duration"",""TNX"",""Yield Curve"",""Interest Rates"",""Rate Risk"",""Treasury ETFs"",""Rebalancing Rules"",""Portfolio Hedging"",""Term Premium"",""Volatility Control"",""Macro Indicators""]",2026-01-18,0,1,compound-goal,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/dxy-dollar-index-basics,en,post,What Is DXY? How the Dollar Index Affects USD/KRW and KOSPI,Investing Info,"[""DXY"", ""Dollar Index"", ""USD/KRW"", ""KOSPI"", ""Korea market"", ""foreign flows"", ""risk appetite""]",2026-06-19,0,300,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/dxy-market-impact,en,post,"How DXY Moves the Market: Impact on U.S. Stocks, USD/KRW, and KOSPI",Investing Info,"[""DXY"", ""dollar index"", ""US interest rates"", ""liquidity"", ""forex""]",2026-02-23,0,4,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/etf-impact-of-tnx,en,post,"How U.S. 10Y Yield (TNX) Affects ETFs: Growth, Value, EM, and Korea",Investing Info,"[""TNX"", ""ETF"", ""EmergingMarkets"", ""Yield"", ""EEM"", ""EWY"", ""GrowthETF"", ""ValueETF""]",2025-12-01,1,12,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/fx-hedge-vs-fx-exposure-korea-3-conditions,en,post,FX-Hedged vs Unhedged Korea Exposure: 3 Conditions That Change the Right Answer,Investing Info,"[""FX hedging"", ""currency risk"", ""USD/KRW"", ""Korea investing"", ""KOSPI"", ""forward points"", ""carry"", ""risk budget"", ""hedged ETF"", ""unhedged ETF"", ""TNX"", ""DXY""]",2026-01-19,DATA_REQUIRED,DATA_REQUIRED,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/indicator-marketinfo,en,post,Global Market Forces That Influence the KOSPI: A Complete Overview,Investing Info,"[""KOSPI"", ""USD/KRW"", ""WTI"", ""U.S. Indices"", ""DXY"", ""10Y Treasury"", ""Stoxx50""]",2026-02-23,0,4,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/korea-etf-deep-dive-tnx,en,post,Why Korea ETFs Are the Most Sensitive to TNX: A Deep Structural Analysis,Investing Info,"[""KoreaETF"", ""EWY"", ""KOSPI"", ""TNX"", ""USD"", ""KRW"", ""SemiconductorETF"", ""Macro""]",2025-12-01,0,5,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/modern-6040-risk-budget,en,post,"The Modern 60/40: Build a Risk Budget with Stocks, Bonds, Cash, and Gold (or Commodities)",Investing info,"[""Risk budget"", ""Modern 60/40"", ""Asset allocation"", ""Rebalancing"", ""Drawdown"", ""Bonds"", ""Cash"", ""Gold"", ""Commodities"", ""Rules-based investing""]",2026-01-14,0,4,compound-goal,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/sp500-impact-on-korea-kospi,en,post,How the S&P 500 Moves Korea’s Economy and KOSPI: The FX–Rates–Foreign Flow Chain,Investing info,"[""S&P 500"",""KOSPI"",""Korea economy"",""USD/KRW"",""foreign flows"",""U.S. rates"",""TNX"",""DXY"",""risk-on"",""risk-off""]",2026-02-23,0,18,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/tnx-basics,en,post,TNX Explained: Why the 10-Year Treasury Yield Drives Markets,Investing Info,"[""TNX"",""10-year yield"",""Treasury yield"",""interest rates"",""macro"",""valuation"",""USD/KRW"",""KOSPI""]",2026-05-18,2,153,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/us10y-impact-on-korea-and-stock-market,en,post,"How the U.S. 10-Year Treasury Yield (TNX) Affects the U.S. Economy, Korea, and Global Stock Markets",Investing Info,"[""TNX"", ""US10Y"", ""bond yield"", ""Korea market"", ""liquidity"", ""valuation"", ""USDKRW""]",2025-12-01,DATA_REQUIRED,DATA_REQUIRED,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/usd-krw-exchange-rate-and-kospi,en,post,USD/KRW Exchange Rate: What It Means for Korea’s Economy and the KOSPI,Investing Info,"[""USD/KRW"", ""exchange rate"", ""KOSPI"", ""Korea economy"", ""foreign flows"", ""inflation"", ""exporters"", ""import costs"", ""FX hedging""]",2026-02-23,1,25,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/usd-krw-weak-won-sector-map-kospi,en,post,Who Wins and Loses When the KRW Weakens? A Sector Map for the KOSPI,Investing Info,"[""USD/KRW"", ""weak won"", ""exchange rate"", ""KOSPI"", ""exporters"", ""importers"", ""sector analysis"", ""foreign flows""]",2026-05-18,1,6,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/en/posts/investingInfo/wti-impact-on-korea-kospi,en,post,"How WTI Oil Shapes Korea’s Economy and KOSPI: Inflation, FX, Rates, and Earnings in One Chain",Investing info,"[""WTI"",""oil price"",""KOSPI"",""Korea economy"",""inflation"",""USD/KRW"",""interest rates"",""DXY"",""corporate margins"",""foreign flows""]",2026-05-18,DATA_REQUIRED,DATA_REQUIRED,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/economicInfo/eu-russia-gas-phaseout-price-channel,ko,post,EU의 러시아 가스 축소가 에너지 가격을 흔드는 방식: 계약·저장·대체의 3요소,경제정보,"[""유럽가스"",""천연가스"",""에너지"",""저장률"",""장기계약"",""LNG"",""대체조달"",""인플레이션"",""제조업"",""유럽경기"",""지정학""]",2026-06-23,DATA_REQUIRED,DATA_REQUIRED,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/economicInfo/fx-basics,ko,post,환율의 기초: 원/달러가 움직이는 진짜 이유,경제정보,"[""환율"", ""원달러"", ""금리"", ""자본이동"", ""외환시장"", ""거시경제""]",2026-02-23,0,1,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/economicInfo/geopolitics-to-usd-liquidity-fx,ko,post,전쟁이 달러 강세로 번역되는 순간: ‘안전자산’이 아니라 ‘달러 유동성’으로 읽기,경제정보,"[""달러"",""DXY"",""달러유동성"",""리스크오프"",""환율"",""원달러"",""헤지수요"",""외국인수급"",""금리"",""스프레드"",""지정학""]",2026-06-19,DATA_REQUIRED,DATA_REQUIRED,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,ko,post,중동 리스크에서 금이 강한 이유: ‘전쟁’이 아니라 실질금리·달러·불확실성의 합,경제정보,"[""금"",""골드"",""실질금리"",""달러"",""DXY"",""불확실성"",""헤지"",""지정학"",""인플레이션"",""금리"",""오해교정""]",2026-02-05,DATA_REQUIRED,DATA_REQUIRED,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/economicInfo/hormuz-risk-oil-insurance-freight-premium,ko,post,중동 원유 수송 리스크 한 장으로 끝내기: 유가는 ‘봉쇄’보다 ‘보험료·운임 프리미엄’에 먼저 반응한다,경제정보,"[""호르무즈해협"",""중동리스크"",""유가"",""보험료"",""운임"",""리스크프리미엄"",""공급충격"",""WTI"",""인플레이션"",""원달러"",""시나리오""]",2026-06-23,DATA_REQUIRED,DATA_REQUIRED,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission,ko,post,유가 급등이 원/달러에 미치는 영향: 한국식 전파 경로(무역수지·물가·수급)로 읽기,경제정보,"[""원달러"",""USD/KRW"",""유가"",""무역수지"",""수입물가"",""인플레이션"",""외국인수급"",""리스크오프"",""환율전이"",""시나리오""]",2026-06-23,DATA_REQUIRED,DATA_REQUIRED,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/economicInfo/policy-rate-cut-market-rates,ko,post,“금리 인하”가 와도 안 오를 수 있다: 시장금리 vs 정책금리 분리해서 읽기,경제정보,"[""금리인하"",""기준금리"",""정책금리"",""시장금리"",""국채금리"",""기간프리미엄"",""인플레이션기대"",""스프레드"",""대출금리"",""예금금리""]",2026-02-24,0,1,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/economicInfo/real-rates-and-breakevens,ko,post,실질금리(Real Rate)와 기대인플레이션(Breakeven): 자산가격의 ‘진짜 온도계’,경제정보,"[""실질금리"", ""기대인플레이션"", ""브레이크이븐"", ""명목금리"", ""금리해석"", ""채권"", ""주식밸류에이션"", ""달러"", ""금"", ""거시경제""]",2026-06-23,0,3,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/economicInfo/war-risk-oil-supply-insurance-shipping,ko,post,전쟁 뉴스가 유가를 움직이는 3단계: 공급·보험·운송이 만드는 ‘리스크 프리미엄’,경제정보,"[""유가"",""WTI"",""지정학리스크"",""리스크프리미엄"",""공급충격"",""해운운임"",""보험료"",""인플레이션"",""수입물가"",""원달러"",""무역수지"",""리스크오프"",""에너지""]",2026-06-19,DATA_REQUIRED,DATA_REQUIRED,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/economicInfo/war-theme-investing-price-chain-not-winners,ko,post,전쟁 테마의 함정: ‘수혜주’가 아니라 ‘가격 사슬(원가·운임·환율)’로 읽어야 한다,경제정보,"[""전쟁테마"",""방산"",""원자재"",""해운"",""운임"",""환율"",""마진"",""수요"",""리스크프리미엄"",""오해교정"",""시나리오""]",2026-06-23,DATA_REQUIRED,DATA_REQUIRED,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading,ko,post,"수익률곡선(2y~10y, 3m~10y)은 왜 다르게 말하나: 침체 신호 해석법",경제정보,"[""수익률곡선"", ""2y~10y"", ""3m~10y"", ""침체"", ""경기침체"", ""장단기금리차"", ""기준금리"", ""시장금리"", ""연준"", ""금리기대"", ""텀프리미엄"", ""크레딧스프레드"", ""금융여건"", ""USD/KRW"", ""TNX""]",2026-06-19,DATA_REQUIRED,DATA_REQUIRED,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/investingInfo/dxy-market-impact,ko,post,DXY가 변화하면 시장은 어떻게 움직일까? 미국 증시·환율·코스피까지,투자정보,"[""DXY"", ""달러인덱스"", ""미국금리"", ""환율"", ""유동성""]",2026-02-23,DATA_REQUIRED,DATA_REQUIRED,macro-market,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/investingInfo/etf-impact-of-tnx,ko,post,미국 10년물 금리(TNX)는 왜 ETF를 뒤흔드는가? 성장·가치·신흥국 ETF까지 모두 설명하는 금리 로직,투자정보,"[""ETF"", ""TNX"", ""미국10년물"", ""금리영향"", ""성장주ETF"", ""가치주ETF"", ""신흥국ETF""]",2025-12-01,DATA_REQUIRED,DATA_REQUIRED,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/investingInfo/fx-hedge-vs-fx-exposure-korea-3-conditions,ko,post,환헤지 vs 환노출: 국내 개인 투자자(원화 기준)에게 ‘정답’이 달라지는 3가지 조건,투자정보,"[""환헤지"", ""환노출"", ""USD/KRW"", ""환율"", ""헤지비용"", ""포워드포인트"", ""금리차"", ""TNX"", ""달러강세"", ""리밸런싱"", ""자산배분"", ""ETF""]",2026-01-19,DATA_REQUIRED,DATA_REQUIRED,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/investingInfo/indicator-marketinfo,ko,post,코스피에 가장 큰 영향을 끼치는 글로벌 시장 환경 총정리,투자정보,"[""코스피"", ""원달러환율"", ""WTI"", ""미국증시"", ""DXY"", ""10년물국채"", ""Stoxx50""]",2025-11-18,0,3,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/investingInfo/korea-etf-deep-dive-tnx,ko,post,왜 한국 ETF는 TNX(미국 10년물 금리)에 가장 민감한가: 구조·환율·유동성 심화 분석,투자정보,"[""한국ETF"", ""EWY"", ""KOSPI"", ""TNX"", ""DXY"", ""KRW"", ""반도체ETF"", ""ETF매크로""]",2025-12-01,DATA_REQUIRED,DATA_REQUIRED,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
/posts/investingInfo/sp500-impact-on-korea-kospi,ko,post,미국 증시(S&P500)가 한국 경제·코스피에 미치는 영향: 환율·금리·외국인 수급의 연결고리,투자정보,"[""S&P500"",""미국증시"",""코스피"",""한국경제"",""환율"",""금리"",""외국인수급"",""달러강세"",""리스크온"",""리스크오프""]",2026-06-19,DATA_REQUIRED,DATA_REQUIRED,real-estate-loan,FALSE,FALSE,DATA_REQUIRED,none_detected,DATA_CONTENT_CANDIDATE,non-title refresh / examples / data support only after backlink check,fits Google data-content backlog
