source,query,query_normalized,query_family,locale_hint,is_branded,brand_match_reason,clicks,impressions,ctr,position,coverage_type,is_complete_dataset,ranking_basis,possible_url_targets,cannibalization_status,input_file
naver,연소득 계산기,연소득 계산기,연소득계산기,ko,false,,5,195,0.026,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/posts/personalFinance/apartment-buying-calculator-guide | /posts/personalFinance/cash-100m-200m-300m-apartment-budget | /posts/personalFinance/compound-calculator-guide | /posts/personalFinance/interest-rate-1p-loan-limit-impact | /posts/personalFinance/ltv-dsr-calculator-guide,POSSIBLE_OVERLAP,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
naver,ltv dsr 계산기,ltv dsr 계산기,ltvdsr계산기,ko,false,,24,176,0.136,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/posts/personalFinance/cash-100m-200m-300m-apartment-budget | /posts/personalFinance/interest-rate-1p-loan-limit-impact | /posts/personalFinance/ltv-dsr-calculator-guide | /tools/dsr-ltv-calculator | /tools/home-buying-budget-calculator,POSSIBLE_OVERLAP,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
naver,강남 집값 순위,강남 집값 순위,강남집값순위,ko,false,,18,162,0.111,,CLICK_TOP_30,false,NAVER_CLICK_TOP,,LIMITED_DATA,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
naver,연평균 수익률 계산기,연평균 수익률 계산기,연평균수익률계산기,ko,false,,19,158,0.12,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/tools/cagr-calculator | /posts/investingInfo/why-check-cagr-etf | /posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading | /posts/investingInfo/bond-etf-duration-drives-returns | /posts/investingInfo/dca-consistency-7-fail-patterns,POSSIBLE_OVERLAP,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
naver,원화약세피해주,원화약세피해주,원화약세피해주,ko,false,,10,145,0.069,,CLICK_TOP_30,false,NAVER_CLICK_TOP,,LIMITED_DATA,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
naver,dca 복리 시뮬레이터,dca 복리 시뮬레이터,dca복리시뮬레이터,ko,false,,6,84,0.071,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/tools/dca-calculator | /en/posts/investingInfo/dca-consistency-7-fail-patterns | /en/posts/investingInfo/diagnose-investing-skill-with-cagr | /en/posts/investingInfo/why-check-cagr-etf | /en/posts/personalFinance/dca-fx-volatility-decomposition,POSSIBLE_OVERLAP,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
naver,아파트 구매 대출 계산,아파트 구매 대출 계산,아파트구매대출계산,ko,false,,5,65,0.077,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/market | /market/real-estate | /market/real-estate/gangnam-top100 | /market/real-estate/gangnam3-top100 | /market/real-estate/magok-top100,POSSIBLE_OVERLAP,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
bing,what is dxy,what is dxy,whatisdxy,en,false,,0,57,0,8.63,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/economicInfo/fx-basics | /en/posts/investingInfo/dxy-market-impact | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/personalFinance/apartment-transaction-volume-decline-meaning,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
naver,서울 아파트값 순위,서울 아파트값 순위,서울아파트값순위,ko,false,,8,31,0.258,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/market/real-estate/gangnam-top100,LIMITED_DATA,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
bing,how much should i invest monthly for a regular investment plan?,how much should i invest monthly for a regular investment plan?,howmuchshouldiinvestmonthlyforaregularinvestmentplan,en,false,,0,30,0,3.77,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/how-much-per-month-for-100m | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /posts/personalFinance/how-much-monthly-invest-for-100m | /en/posts/personalFinance/monthly-investment-for-100m-table | /en/tools/goal-simulator,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
naver,연평균 수익률 계산,연평균 수익률 계산,연평균수익률계산,ko,false,,8,24,0.333,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/posts/investingInfo/why-check-cagr-etf | /tools/cagr-calculator | /posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading | /posts/investingInfo/bond-etf-duration-drives-returns | /posts/investingInfo/dca-consistency-7-fail-patterns,POSSIBLE_OVERLAP,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
naver,잠실 집값 순위,잠실 집값 순위,잠실집값순위,ko,false,,7,20,0.35,,CLICK_TOP_30,false,NAVER_CLICK_TOP,,LIMITED_DATA,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
naver,송파구 집값 순위,송파구 집값 순위,송파구집값순위,ko,false,,4,20,0.2,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/market/real-estate/songpa-top100,LIMITED_DATA,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
bing,dxy index meaning,dxy index meaning,dxyindexmeaning,en,false,,0,19,0,8.11,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/dxy-market-impact | /en/posts/personalFinance/apartment-transaction-volume-decline-meaning | /posts/investingInfo/dxy-market-impact,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
naver,서울 아파트 집값 순위,서울 아파트 집값 순위,서울아파트집값순위,ko,false,,7,19,0.368,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/market | /market/real-estate | /market/real-estate/gangnam-top100 | /market/real-estate/gangnam3-top100 | /market/real-estate/magok-top100,POSSIBLE_OVERLAP,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
bing,compounding monthly vs annually,compounding monthly vs annually,compoundingmonthlyvsannually,en,false,,0,18,0,14.33,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/annual-vs-monthly-compound | /en/posts/personalFinance/how-much-per-month-for-100m | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /en/posts/personalFinance/monthly-dca-10-year-result | /en/posts/personalFinance/monthly-investment-for-100m-table,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
naver,아파트 구매 계산기,아파트 구매 계산기,아파트구매계산기,ko,false,,12,18,0.667,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/posts/personalFinance/apartment-buying-calculator-guide | /posts/personalFinance/cash-100m-200m-300m-apartment-budget | /tools/dsr-ltv-calculator | /tools/home-buying-budget-calculator | /tools/mortgage-loan-calculator,POSSIBLE_OVERLAP,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
bing,dxy meaning,dxy meaning,dxymeaning,en,false,,0,15,0,8.47,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/dxy-market-impact | /en/posts/personalFinance/apartment-transaction-volume-decline-meaning | /posts/investingInfo/dxy-dollar-index-basics | /posts/investingInfo/dxy-market-impact,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what is the dxy,what is the dxy,whatisthedxy,en,false,,0,14,0,8.14,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/fx-basics | /en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/dxy-market-impact | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/economicInfo/geopolitics-oil-fx-dashboard,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what is tnx,what is tnx,whatistnx,en,false,,0,13,0,4.77,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/economicInfo/fx-basics | /en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/etf-impact-of-tnx | /en/posts/investingInfo/korea-etf-deep-dive-tnx,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what is dxy index,what is dxy index,whatisdxyindex,en,false,,0,12,0,8.42,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /posts/investingInfo/dxy-dollar-index-basics | /en/posts/economicInfo/fx-basics | /en/posts/investingInfo/dxy-market-impact | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,finmap,finmap,finmap,en,true,finmap,0,11,0,6,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,annual compounding vs monthly,annual compounding vs monthly,annualcompoundingvsmonthly,en,false,,0,10,0,13.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/annual-vs-monthly-compound | /posts/personalFinance/annual-vs-monthly-compound | /en/posts/investingInfo/cagr-7percent-reality-check | /en/posts/investingInfo/why-check-cagr-etf | /en/posts/personalFinance/fire-3-numbers-spending-horizon-withdrawal,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
gsc,대림주택a동 38.97 2024-09-06 22400,대림주택a동 38.97 2024-09-06 22400,대림주택a동38972024090622400,ko,false,,0,10,0,9,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\gsc-queries-2026-04-23_2026-07-19.csv
bing,how much should i invest monthly for long-term regular investing?,how much should i invest monthly for long-term regular investing?,howmuchshouldiinvestmonthlyforlongtermregularinvesting,en,false,,0,9,0,6,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/how-much-per-month-for-100m | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /posts/personalFinance/how-much-monthly-invest-for-100m | /en/posts/investingInfo/sp500-impact-on-korea-kospi | /en/posts/personalFinance/monthly-dca-10-year-result,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,cagr이란,cagr이란,cagr이란,ko,false,,0,7,0,7.86,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,잠실 집값,잠실 집값,잠실집값,ko,false,,2,7,0.2857,3,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
naver,마곡아파트가격순위,마곡아파트가격순위,마곡아파트가격순위,ko,false,,4,7,0.571,,CLICK_TOP_30,false,NAVER_CLICK_TOP,,LIMITED_DATA,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
bing,대시아파트,대시아파트,대시아파트,ko,false,,0,6,0,10,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,how much should i invest monthly for regular contributions?,how much should i invest monthly for regular contributions?,howmuchshouldiinvestmonthlyforregularcontributions,en,false,,0,6,0,8.33,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/how-much-per-month-for-100m | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /posts/personalFinance/how-much-monthly-invest-for-100m | /en/posts/investingInfo/sp500-impact-on-korea-kospi | /en/posts/personalFinance/monthly-dca-10-year-result,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,서울 집값 순위,서울 집값 순위,서울집값순위,ko,false,,1,6,0.1667,5.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,compounded monthly vs annually,compounded monthly vs annually,compoundedmonthlyvsannually,en,false,,0,6,0,12.67,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/annual-vs-monthly-compound | /en/posts/personalFinance/how-much-per-month-for-100m | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /en/posts/personalFinance/monthly-dca-10-year-result | /en/posts/personalFinance/monthly-investment-for-100m-table,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,yongsan district seoul real transaction price per pyeong latest,yongsan district seoul real transaction price per pyeong latest,yongsandistrictseoulrealtransactionpriceperpyeonglatest,en,false,,0,6,0,3.17,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/market/real-estate/gangnam3-top100 | /en/market/real-estate/seoul-top100 | /en/posts/personalFinance/how-to-read-apartment-transaction-prices | /posts/personalFinance/how-to-read-apartment-transaction-prices | /en/market/real-estate,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
gsc,대림주택a동 38.97 22400 2024-09-06,대림주택a동 38.97 22400 2024-09-06,대림주택a동38972240020240906,ko,false,,0,6,0,9.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\gsc-queries-2026-04-23_2026-07-19.csv
bing,what is dxy?,what is dxy?,whatisdxy,en,false,,0,5,0,8.8,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/economicInfo/fx-basics | /en/posts/investingInfo/dxy-market-impact | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/personalFinance/apartment-transaction-volume-decline-meaning,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
gsc,"""대림주택"" ""38.97"" ""2024-09-06""","""대림주택"" ""38.97"" ""2024-09-06""",대림주택389720240906,ko,false,,0,5,0,8.8,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\gsc-queries-2026-04-23_2026-07-19.csv
naver,서울 아파트 순위 100,서울 아파트 순위 100,서울아파트순위100,ko,false,,4,5,0.8,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/market/real-estate/gangnam-top100 | /market/real-estate/gangnam3-top100 | /market/real-estate/magok-top100 | /market/real-estate/mayongseong-top100 | /market/real-estate/seoul-top100,POSSIBLE_OVERLAP,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
bing,relationship between kospi and usd exchange rate,relationship between kospi and usd exchange rate,relationshipbetweenkospiandusdexchangerate,en,false,,0,4,0,6,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/investingInfo/wti-impact-on-korea-kospi | /en/posts/economicInfo/fx-basics | /en/posts/economicInfo/gold-geopolitics-real-rates-dollar-uncertainty,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,etf dca calculator,etf dca calculator,etfdcacalculator,en,false,,0,4,0,6.75,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/tools/dca-calculator | /tools/dca-calculator | /en/posts/investingInfo/why-check-cagr-etf | /en/posts/personalFinance/monthly-dca-10-year-result | /en/posts/personalFinance/what-is-cagr,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,dxy means,dxy means,dxymeans,en,false,,0,4,0,8.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/dxy-market-impact | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/personalFinance/apartment-transaction-volume-decline-meaning | /posts/investingInfo/dxy-dollar-index-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,what is the dxy index,what is the dxy index,whatisthedxyindex,en,false,,0,4,0,9,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/economicInfo/fx-basics | /en/posts/investingInfo/dxy-market-impact | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /posts/investingInfo/dxy-dollar-index-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,cboe 10 year treasury yield index tnx explain what it means when it falls,cboe 10 year treasury yield index tnx explain what it means when it falls,cboe10yeartreasuryyieldindextnxexplainwhatitmeanswhenitfalls,en,false,,0,4,0,3.25,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/tnx-basics | /en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/usd-krw-exchange-rate-and-kospi | /en/posts/personalFinance/apartment-transaction-volume-decline-meaning | /en/posts/economicInfo/fx-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,how much should i invest each time for regular investing?,how much should i invest each time for regular investing?,howmuchshouldiinvesteachtimeforregularinvesting,en,false,,0,4,0,7.75,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/how-much-per-month-for-100m | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /en/posts/investingInfo/rates-discount-mortgage-demand-apt-prices | /en/posts/investingInfo/sp500-impact-on-korea-kospi | /posts/personalFinance/how-much-monthly-invest-for-100m,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,how is the dxy calculated,how is the dxy calculated,howisthedxycalculated,en,false,,0,4,0,9.5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-market-impact | /en/posts/investingInfo/dca-consistency-7-fail-patterns | /en/posts/investingInfo/sp500-impact-on-korea-kospi | /en/posts/economicInfo/eu-russia-gas-phaseout-price-channel | /en/posts/economicInfo/fx-basics,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,마곡 집값,마곡 집값,마곡집값,ko,false,,0,4,0,4,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
naver,서울 집값 순위 아파트,서울 집값 순위 아파트,서울집값순위아파트,ko,false,,4,4,1,,CLICK_TOP_30,false,NAVER_CLICK_TOP,/market | /market/real-estate | /market/real-estate/gangnam-top100 | /market/real-estate/gangnam3-top100 | /market/real-estate/magok-top100,POSSIBLE_OVERLAP,reports\search-performance-input\naver-queries-top30-2026-04-23_2026-07-19.csv
bing,time to reach target with increasing contributions example,time to reach target with increasing contributions example,timetoreachtargetwithincreasingcontributionsexample,en,false,,0,3,0,1.67,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/goal-amount-fast-strategy | /en/posts/personalFinance/dca-step-up-ruleset | /en/posts/personalFinance/dca-vs-lumpsum-decision-rules | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /en/posts/economicInfo/geopolitics-oil-fx-dashboard,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,tnx etf,tnx etf,tnxetf,en,false,,0,3,0,3.67,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/bond-etf-duration-drives-returns | /en/posts/investingInfo/etf-impact-of-tnx | /en/posts/investingInfo/korea-etf-deep-dive-tnx | /posts/investingInfo/etf-impact-of-tnx | /posts/investingInfo/korea-etf-deep-dive-tnx,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,meaning of dxy,meaning of dxy,meaningofdxy,en,false,,0,3,0,8.33,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/investingInfo/dxy-dollar-index-basics | /en/posts/investingInfo/dxy-market-impact | /en/posts/personalFinance/apartment-transaction-volume-decline-meaning | /posts/investingInfo/dxy-dollar-index-basics | /posts/investingInfo/dxy-market-impact,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,breakeven = nominal yield ? real (inflation-linked) yield,breakeven = nominal yield ? real (inflation-linked) yield,breakevennominalyieldrealinflationlinkedyield,en,false,,0,3,0,9,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading | /en/posts/economicInfo/real-rates-and-breakevens | /en/posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading | /en/posts/investingInfo/tnx-basics | /posts/economicInfo/real-rates-and-breakevens,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,마곡역 집값,마곡역 집값,마곡역집값,ko,false,,0,3,0,5,COMPLETE_EXPORT,true,PLATFORM_EXPORT,,LIMITED_DATA,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
bing,how much should you invest in index funds each month for regular contributions?,how much should you invest in index funds each month for regular contributions?,howmuchshouldyouinvestinindexfundseachmonthforregularcontributions,en,false,,0,3,0,4.33,COMPLETE_EXPORT,true,PLATFORM_EXPORT,/en/posts/personalFinance/how-much-per-month-for-100m | /en/posts/personalFinance/how-much-to-invest-monthly-for-target-portfolio | /posts/personalFinance/how-much-monthly-invest-for-100m | /en/tools/goal-simulator | /posts/personalFinance/how-much-per-month-for-100m,POSSIBLE_OVERLAP,reports\search-performance-input\bing-queries-2026-04-23_2026-07-19.csv
