url,locale,content_type,category,role,title,title_length,description_length,h1,inbound_internal_links,outbound_internal_links,snippet_risk,overlap_group,overlap_group_confidence,overlap_group_source,manual_review_required,title_source,description_source,priority,recommended_action,source_file
/en/posts/economicInfo/inflation-rate-basics,en,post,economicInfo,EN_MAINTENANCE_ONLY,Inflation Surprise and Rate Change Market Reaction Guide,56,136,Inflation Surprise and Rate Change Market Reaction Guide,14,11,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P2,Monitor or low-priority editorial refresh,content/posts/economicInfo/en/inflation-rate-basics.md
/en/posts/economicInfo/interest-rate-basics,en,post,economicInfo,EN_MAINTENANCE_ONLY,"How Interest Rates Work: Policy, Market, Deposit, Loan, and Bond Rates",70,139,"How Interest Rates Work: Policy, Market, Deposit, Loan, and Bond Rates",18,7,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,real-estate-loan,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P0,P1-2 internal CTA/link structure review,content/posts/economicInfo/en/interest-rate-basics.md
/en/posts/economicInfo/oil-shock-to-usdkrw-korea-transmission,en,post,economicInfo,EN_MAINTENANCE_ONLY,"Oil Shocks and USD/KRW: How Trade Balance, Import Inflation, and Flows Drive Korea’s FX",87,190,"Oil Shocks and USD/KRW: How Trade Balance, Import Inflation, and Flows Drive Korea’s FX",6,7,share_buttons|post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P2,P0-2 snippet hygiene review,content/posts/economicInfo/en/oil-shock-to-usdkrw-korea-transmission.md
/en/posts/economicInfo/policy-rate-cut-market-rates,en,post,economicInfo,EN_MAINTENANCE_ONLY,Rate Cuts vs Market Rates: Why Borrowing Costs May Stay High,60,150,Rate Cuts vs Market Rates: Why Borrowing Costs May Stay High,15,11,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P2,Monitor or low-priority editorial refresh,content/posts/economicInfo/en/policy-rate-cut-market-rates.md
/en/posts/economicInfo/real-rates-and-breakevens,en,post,economicInfo,EN_MAINTENANCE_ONLY,Real Rates & Breakeven Inflation: The Asset-Pricing Thermometer Most Investors Ignore,85,246,Real Rates & Breakeven Inflation: The Asset-Pricing Thermometer Most Investors Ignore,3,6,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P2,Monitor or low-priority editorial refresh,content/posts/economicInfo/en/real-rates-and-breakevens.md
/en/posts/economicInfo/tariffs-growth-margins-fx-package-shock,en,post,economicInfo,EN_MAINTENANCE_ONLY,"Tariffs as a Package Shock: Growth, Margins, FX, and Inflation Move Together",76,193,"Tariffs as a Package Shock: Growth, Margins, FX, and Inflation Move Together",6,6,loading|post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P2,P0-2 snippet hygiene review,content/posts/economicInfo/en/tariffs-growth-margins-fx-package-shock.md
/en/posts/economicInfo/war-risk-oil-supply-insurance-shipping,en,post,economicInfo,EN_MAINTENANCE_ONLY,"Why War Headlines Move Oil in Three Steps: Supply, Insurance, and Shipping Risk Premiums",88,210,"Why War Headlines Move Oil in Three Steps: Supply, Insurance, and Shipping Risk Premiums",0,6,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P2,P1-2 add contextual internal links,content/posts/economicInfo/en/war-risk-oil-supply-insurance-shipping.md
/en/posts/economicInfo/war-theme-investing-price-chain-not-winners,en,post,economicInfo,EN_MAINTENANCE_ONLY,"The War-Theme Trap: Don’t Chase “Winners”—Read the Price Chain (Costs, Freight, FX, Demand)",91,204,"The War-Theme Trap: Don’t Chase “Winners”—Read the Price Chain (Costs, Freight, FX, Demand)",0,7,share_buttons|post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P2,P0-2 snippet hygiene review,content/posts/economicInfo/en/war-theme-investing-price-chain-not-winners.md
/en/posts/economicInfo/yield-curve-2s10s-3m10y-recession-reading,en,post,economicInfo,EN_MAINTENANCE_ONLY,Why 2s10s and 3m10y Disagree: A Practical Recession-Signal Reading Guide,72,355,Why 2s10s and 3m10y Disagree: A Practical Recession-Signal Reading Guide,6,8,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,medium,tags_only,true,frontmatter.title,frontmatter.description,P2,Monitor or low-priority editorial refresh,content/posts/economicInfo/en/yield-curve-2s10s-3m10y-recession-reading.md
/en/posts/investingInfo/bond-etf-duration-drives-returns,en,post,investingInfo,EN_MAINTENANCE_ONLY,Bond ETF Mastery: Duration Drives Returns (and Why TNX Sets the Tempo),70,286,Bond ETF Mastery: Duration Drives Returns (and Why TNX Sets the Tempo),0,7,loading|post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,compound-goal,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P1,P0-2 snippet hygiene review,content/posts/investingInfo/en/bond-etf-duration-drives-returns.md
/en/posts/investingInfo/cagr-7percent-reality-check,en,post,investingInfo,EN_MAINTENANCE_ONLY,"7% Annual Return Reality Check: CAGR, Volatility, and Goal Planning",67,139,"7% Annual Return Reality Check: CAGR, Volatility, and Goal Planning",14,5,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,compound-goal,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P1,Monitor or low-priority editorial refresh,content/posts/investingInfo/en/cagr-7percent-reality-check.md
/en/posts/investingInfo/dca-consistency-7-fail-patterns,en,post,investingInfo,EN_MAINTENANCE_ONLY,"DCA Is a Consistency Game, Not a Return Hack: 7 Ways People Fail (and How to Fix Them)",86,214,"DCA Is a Consistency Game, Not a Return Hack: 7 Ways People Fail (and How to Fix Them)",4,8,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,dca-cagr,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P1,Monitor or low-priority editorial refresh,content/posts/investingInfo/en/dca-consistency-7-fail-patterns.md
/en/posts/investingInfo/diagnose-investing-skill-with-cagr,en,post,investingInfo,EN_MAINTENANCE_ONLY,"Diagnose Investing Skill with CAGR, MDD, Volatility, and Sharpe Ratio",69,132,"Diagnose Investing Skill with CAGR, MDD, Volatility, and Sharpe Ratio",4,4,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,dca-cagr,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P1,Monitor or low-priority editorial refresh,content/posts/investingInfo/en/diagnose-investing-skill-with-cagr.md
/en/posts/investingInfo/dxy-dollar-index-basics,en,post,investingInfo,EN_MAINTENANCE_ONLY,"What Is DXY? Dollar Index, USD/KRW, and KOSPI Explained",55,128,"What Is DXY? Dollar Index, USD/KRW, and KOSPI Explained",15,4,comments|post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P2,P0-2 snippet hygiene review,content/posts/investingInfo/en/dxy-dollar-index-basics.md
/en/posts/investingInfo/dxy-market-impact,en,post,investingInfo,EN_MAINTENANCE_ONLY,"How DXY Moves the Market: Impact on U.S. Stocks, USD/KRW, and KOSPI",67,135,"How DXY Moves the Market: Impact on U.S. Stocks, USD/KRW, and KOSPI",19,12,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P2,Monitor or low-priority editorial refresh,content/posts/investingInfo/en/dxy-market-impact.md
/en/posts/investingInfo/etf-impact-of-tnx,en,post,investingInfo,EN_MAINTENANCE_ONLY,"How TNX Affects ETFs: Growth, Value, Emerging Markets, and Korea",64,141,"How TNX Affects ETFs: Growth, Value, Emerging Markets, and Korea",8,4,share_buttons|post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P2,P0-2 snippet hygiene review,content/posts/investingInfo/en/etf-impact-of-tnx.md
/en/posts/investingInfo/fx-hedge-vs-fx-exposure-korea-3-conditions,en,post,investingInfo,EN_MAINTENANCE_ONLY,FX-Hedged vs Unhedged Korea Exposure: 3 Conditions That Change the Right Answer,79,275,FX-Hedged vs Unhedged Korea Exposure: 3 Conditions That Change the Right Answer,0,4,views|post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P2,P0-2 snippet hygiene review,content/posts/investingInfo/en/fx-hedge-vs-fx-exposure-korea-3-conditions.md
/en/posts/investingInfo/indicator-marketinfo,en,post,investingInfo,EN_MAINTENANCE_ONLY,Global Market Forces That Influence the KOSPI: A Complete Overview,66,190,Global Market Forces That Influence the KOSPI: A Complete Overview,8,14,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P2,Monitor or low-priority editorial refresh,content/posts/investingInfo/en/indicator-marketinfo.md
/en/posts/investingInfo/korea-etf-deep-dive-tnx,en,post,investingInfo,EN_MAINTENANCE_ONLY,"Why Korea ETFs Are So Sensitive to TNX, USD, and Foreign Flows",62,130,"Why Korea ETFs Are So Sensitive to TNX, USD, and Foreign Flows",3,4,share_buttons|post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P2,P0-2 snippet hygiene review,content/posts/investingInfo/en/korea-etf-deep-dive-tnx.md
/en/posts/investingInfo/modern-6040-risk-budget,en,post,investingInfo,EN_MAINTENANCE_ONLY,"The Modern 60/40: Build a Risk Budget with Stocks, Bonds, Cash, and Gold (or Commodities)",89,326,"The Modern 60/40: Build a Risk Budget with Stocks, Bonds, Cash, and Gold (or Commodities)",6,11,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,compound-goal,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P1,Monitor or low-priority editorial refresh,content/posts/investingInfo/en/modern-6040-risk-budget.md
/en/posts/investingInfo/rates-discount-mortgage-demand-apt-prices,en,post,investingInfo,EN_MAINTENANCE_ONLY,"How Rates (Discount Rate) Transmit Into Korea Apartment Prices: Mortgage Rates, Demand, and Sentiment Channels",110,343,"How Rates (Discount Rate) Transmit Into Korea Apartment Prices: Mortgage Rates, Demand, and Sentiment Channels",1,8,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,real-estate-loan,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P0,P1-2 internal CTA/link structure review,content/posts/investingInfo/en/rates-discount-mortgage-demand-apt-prices.md
/en/posts/investingInfo/real-estate-role-in-portfolio-risk-budget,en,post,investingInfo,EN_MAINTENANCE_ONLY,"Real Estate Is a Role, Not a Weight: Korea’s Modern 60/40 Risk Budget (with the Apartment Dashboard)",100,305,"Real Estate Is a Role, Not a Weight: Korea’s Modern 60/40 Risk Budget (with the Apartment Dashboard)",0,6,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,real-estate-loan,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P0,P1-2 internal CTA/link structure review,content/posts/investingInfo/en/real-estate-role-in-portfolio-risk-budget.md
/en/posts/investingInfo/seoul-gyeonggi-incheon-risk-budget-framework,en,post,investingInfo,EN_MAINTENANCE_ONLY,"Seoul vs Gyeonggi vs Incheon as a Risk-Budget Problem: Volatility, Liquidity, Recovery Resilience",97,199,"Seoul vs Gyeonggi vs Incheon as a Risk-Budget Problem: Volatility, Liquidity, Recovery Resilience",2,6,views|post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,real-estate-data,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P2,P0-2 snippet hygiene review,content/posts/investingInfo/en/seoul-gyeonggi-incheon-risk-budget-framework.md
/en/posts/investingInfo/sp500-impact-on-korea-kospi,en,post,investingInfo,EN_MAINTENANCE_ONLY,How the S&P 500 Moves Korea’s Economy and KOSPI: The FX–Rates–Foreign Flow Chain,80,176,How the S&P 500 Moves Korea’s Economy and KOSPI: The FX–Rates–Foreign Flow Chain,10,13,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P2,Monitor or low-priority editorial refresh,content/posts/investingInfo/en/sp500-impact-on-korea-kospi.md
/en/posts/investingInfo/tnx-basics,en,post,investingInfo,EN_MAINTENANCE_ONLY,"10-Year Treasury Yield (TNX): How It Moves Stocks, FX, and Korea",64,120,"10-Year Treasury Yield (TNX): How It Moves Stocks, FX, and Korea",25,19,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P2,Monitor or low-priority editorial refresh,content/posts/investingInfo/en/tnx-basics.md
/en/posts/investingInfo/us10y-impact-on-korea-and-stock-market,en,post,investingInfo,EN_MAINTENANCE_ONLY,"How TNX Affects Korea Stocks, USD/KRW, and Global Markets",57,123,"How TNX Affects Korea Stocks, USD/KRW, and Global Markets",7,5,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P2,Monitor or low-priority editorial refresh,content/posts/investingInfo/en/us10y-impact-on-korea-and-stock-market.md
/en/posts/investingInfo/usd-krw-exchange-rate-and-kospi,en,post,investingInfo,EN_MAINTENANCE_ONLY,USD/KRW Exchange Rate: What It Means for Korea’s Economy and the KOSPI,70,163,USD/KRW Exchange Rate: What It Means for Korea’s Economy and the KOSPI,27,15,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.title,frontmatter.description,P2,Monitor or low-priority editorial refresh,content/posts/investingInfo/en/usd-krw-exchange-rate-and-kospi.md
/en/posts/investingInfo/usd-krw-weak-won-sector-map-kospi,en,post,investingInfo,EN_MAINTENANCE_ONLY,"Weak Korean Won: KOSPI Sector Winners, Losers, and FX Checklist",63,116,"Weak Korean Won: KOSPI Sector Winners, Losers, and FX Checklist",8,5,share_buttons|post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P2,P0-2 snippet hygiene review,content/posts/investingInfo/en/usd-krw-weak-won-sector-map-kospi.md
/en/posts/investingInfo/why-check-cagr-etf,en,post,investingInfo,EN_MAINTENANCE_ONLY,ETF CAGR Guide: Why Annualized Return Beats Total Return,56,139,ETF CAGR Guide: Why Annualized Return Beats Total Return,6,4,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,dca-cagr,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P1,Monitor or low-priority editorial refresh,content/posts/investingInfo/en/why-check-cagr-etf.md
/en/posts/investingInfo/wti-impact-on-korea-kospi,en,post,investingInfo,EN_MAINTENANCE_ONLY,"WTI Oil and the KOSPI: Inflation, USD/KRW, Rates and Sector Impact",66,129,"WTI Oil and the KOSPI: Inflation, USD/KRW, Rates and Sector Impact",10,9,share_buttons|post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,macro-market,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P2,P0-2 snippet hygiene review,content/posts/investingInfo/en/wti-impact-on-korea-kospi.md
/en/posts/personalFinance/annual-vs-monthly-compound,en,post,personalFinance,EN_MAINTENANCE_ONLY,Annual vs Monthly Compounding: Which Grows Faster?,50,210,Annual vs Monthly Compounding: Which Grows Faster?,5,5,post_template_view_count_protected_by_data_nosnippet|post_template_empty_comments_protected_by_data_nosnippet|post_template_share_buttons_protected_by_data_nosnippet,compound-goal,high,url_slug_title_h1_description,false,frontmatter.seoTitle,frontmatter.seoDescription,P1,Monitor or low-priority editorial refresh,content/posts/personalFinance/en/annual-vs-monthly-compound.md
